Θユ繷计-羆计,Θユ繷计-キА秖,Θユ繷计-キА基,砏睫(75そょ)-繷计,砏睫(75そょ)-キА秖,砏睫(75そょ)-キА基,75そょ-繷计,75そょ-キА秖,75そょ-キА基,75()-95(ぃ)-繷计,75()-95(ぃ)-キА秖,75()-95(ぃ)-キА基,95()-115()-繷计,95()-115()-キА秖,95()-115()-キА基,115()-135(ぃ)-繷计,115()-135(ぃ)-キА秖,115()-135(ぃ)-キА基,135()-155(ぃ)-繷计,135()-155(ぃ)-キА秖,135()-155(ぃ)-キА基,155そょ-繷计,155そょ-キА秖,155そょ-キА基,瞊∣贺睫-繷计,瞊∣贺睫-キА秖,瞊∣贺睫-キА基,ㄤ睫-繷计,ㄤ睫-キА秖,ㄤ睫-キА基,紅-繷计,紅-キА秖,紅-キА基,Θユ羆计(ぃ紅)-繷计,Θユ羆计(ぃ紅)-キА秖,Θユ羆计(ぃ紅)-キА基
717,126.57,79.5,678,125.8,80.64,0,0,0,1,88.5,65.2,157,108,71.76,353,125.5,80.56,160,142.2,87.42,8,160.6,80.83,7,212.8,40.86,31,125.1,69.55,88,108.9,67.52,629,129.04,80.92
419,123.03,81.25,416,123.27,81.42,0,0,0,3,90,47.91,105,110.32,78.11,251,124.36,81.57,57,140.55,85.61,3,156.83,81.84,0,0,0,0,0,0,0,0,0,419,123.03,81.25
2853,127.1,74.18,2718,126.18,74.58,1,50,24,36,88.61,61.14,482,108.6,71.76,1594,125.15,74.83,642,141.95,75.66,98,167.37,68.42,0,0,0,0,0,0,324,125.06,67.21,2529,127.36,75.05
1469,118.46,70.24,1374,119.42,70.78,1,72.5,53.2,58,89.47,65.75,546,107.62,70.57,678,124.06,71.03,150,141.44,70.38,12,159.5,68.84,3,211.83,48.15,21,100.86,47.62,379,120.04,68.24,1090,117.91,70.95
88,99.55,95.39,88,99.55,95.39,0,0,0,0,0,0,88,99.55,95.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,99.55,95.39
1577,124.36,69.54,1511,123.83,69.95,0,0,0,2,90,57.03,406,108.14,68.3,801,125.04,70.49,304,141.58,70.38,31,162.14,65.09,0,0,0,33,115.52,55.75,476,121.52,66.7,1101,125.59,70.73
1293,124.38,69.12,1260,124.29,69.38,4,68.4,22.96,10,86.8,55,325,107.8,68.93,671,125.5,69.82,264,141.5,68.82,19,162.3,64.02,0,0,0,0,0,0,599,123.9,67.5,694,124.8,70.51
736,112.44,69.45,702,113,70.02,2,68.25,26.46,19,88.84,58.58,416,106.2,69.28,269,121.76,71.18,17,140.79,67.77,0,0,0,0,0,0,13,123.54,56.4,264,112.5,67.99,472,112.41,70.27
468,116.93,69.48,444,117.18,69.71,0,0,0,13,90.31,61.38,203,106.24,70.11,211,124.25,69.7,30,141.55,67.78,3,161.17,65.53,1,161.5,69.2,7,124.71,68.51,125,119.15,66.66,343,116.12,70.53
1084,119.41,70.24,1045,120.12,70.58,9,53.89,21.75,21,91.12,66.2,370,107.66,70.15,558,124.09,70.96,117,140.6,70.05,6,158.5,67.13,3,189.17,53.5,0,0,0,191,123.19,66.84,893,118.61,70.99
2254,116.67,68.73,2018,117.82,70.11,0,0,0,98,89.25,65.42,852,107.69,69.73,1035,123.17,70.37,131,141.43,70.14,15,166.83,70.19,0,0,0,123,113.57,47.07,543,113.98,66.78,1711,117.53,69.33
717,112.68,69,641,115.45,69.89,0,0,0,62,89,61.9,320,107,69.2,297,122.5,70.6,24,140.9,69.3,0,0,0,0,0,0,14,90.5,47.6,195,113.6,67,522,112.33,69.75
704,115.85,69.49,683,116.24,69.88,1,72.8,30.21,16,89.44,58.92,322,107.33,69.01,330,122.64,70.85,31,140.6,67.83,1,165,59.6,2,201.6,46.86,1,96,40,192,115.34,66.48,512,116.04,70.61
2209,120.01,71.49,2131,119.82,71.95,0,0,0,15,92.03,65.97,762,107.93,71.03,1156,123.69,72.34,213,141.32,72.6,13,164.73,71.71,0,0,0,50,124.85,53.76,418,119.83,66.96,1791,120.05,72.54
1858,116.2,68.82,1703,117.68,69.69,8,68.63,39.94,79,88.84,60.14,719,107.19,69.54,857,122.98,69.83,127,141.37,69.56,11,160.77,64.16,4,190,45.81,53,101.79,55.31,381,119.25,66.89,1477,115.42,69.33
1597,116.15,71.39,1505,117.06,72,1,74.5,50,60,90.1,61.41,718,107.2,70.96,682,123.7,72.9,105,141.4,72.28,3,158.3,79.72,3,176.3,73.58,25,113.2,51.14,224,117.1,67.79,1373,116,71.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,134.56,81.87,540,134.69,82.25,0,0,0,1,91.5,70,30,110.02,77.93,260,126.34,81.16,211,142.56,82.57,39,166.69,88.42,0,0,0,28,133.77,74.79,18,130.11,69.6,551,134.71,82.25
2281,131.08,76.13,2036,127.92,76.67,0,0,0,35,89.1,64,378,107,74.1,955,125.1,77.1,703,143,77.2,191,165,77,19,205.7,42.3,0,0,0,214,126.49,68.62,2067,131.55,76.87
705,130,78.19,647,129.48,79.94,0,0,0,6,91.5,64.15,97,109.6,74.31,359,125,78.1,150,141.9,83.27,41,170.3,90.22,17,166.6,42.37,35,128.5,69.85,100,119.9,68.86,605,131.67,79.6
2618,125.16,77.12,2503,124.21,77.54,0,0,0,36,90.55,66.26,583,107.77,74.31,1435,125.06,77.93,485,141.44,79.49,79,171.01,69.93,0,0,0,0,0,0,281,118.78,71.19,2337,125.92,77.79
355,126.62,81.47,352,126.95,81.64,0,0,0,3,88.67,52.7,63,110.16,76.65,214,126.32,81.71,73,142.21,84.65,2,165.5,86.11,0,0,0,0,0,0,0,0,0,355,126.62,81.47
230,121.17,80.02,226,120.85,80.08,0,0,0,1,93,77.2,71,108.43,79.19,128,123.54,80.61,27,140.76,79.69,0,0,0,3,154.83,77.24,0,0,0,0,0,0,230,121.17,80.02
1364,118.76,73.02,1271,119.78,73.61,0,0,0,60,90.38,67.65,458,107.56,72.9,690,124.05,73.91,123,141.3,74.12,6,156.75,72.7,14,159.92,61.44,13,88.85,43.59,454,118.53,71.32,910,118.88,73.87
212,124.62,77.36,210,124.64,77.55,0,0,0,0,0,0,47,110.34,73.6,125,124.86,78.19,38,141.62,79.5,0,0,0,0,0,0,2,122.5,56.84,62,122.02,71.98,150,125.7,79.52
1381,125.06,75.44,1311,124.28,76.2,0,0,0,3,89.27,57.46,286,109.52,74.45,791,124.33,76.38,234,142.16,77.3,29,166.7,69.97,2,211.3,36.77,36,117.99,57.63,392,121.54,72.13,989,126.45,76.7
889,120.78,75.03,860,121.5,75.29,1,72.5,15.01,24,90.3,66.26,253,107.6,74.13,499,124.2,75.62,108,141.6,76.01,4,159.6,68.7,0,0,0,0,0,0,346,119.4,73.28,543,121.65,76.12
778,116.33,73.43,740,117.36,73.74,1,56.5,1.01,28,92,67.05,306,106.99,73.37,395,123.12,74.12,39,140.32,72.64,1,156.5,69.2,0,0,0,8,109.13,66.56,332,116.68,71.84,446,116.07,74.62
415,117.82,73.37,399,118.73,73.81,1,66,15.2,8,87.69,60.2,167,108.68,73.91,195,123.05,74.14,37,141.27,71.97,0,0,0,0,0,0,7,108.07,62.79,81,122.38,71.43,334,116.71,73.86
1055,118.64,73.21,1010,119,73.7,6,65.92,26.02,24,88.92,60.13,399,107.12,72.67,510,123.78,74.42,101,141.77,73.64,11,160.59,68.66,4,170.5,65.49,0,0,0,267,122.81,69.9,788,117.23,74.38
1709,113.34,75,1576,115.19,75.79,0,0,0,94,89.57,69.61,835,107.67,74.92,674,121.86,76.66,67,141.71,76.44,2,167.25,76.88,0,0,0,37,92.26,46.48,272,106.95,71.15,1437,114.55,75.68
706,112.43,72.15,632,115.13,73.19,0,0,0,63,89.1,63.3,322,107.3,71.8,292,122.3,74.5,18,138.8,73.8,0,0,0,0,0,0,11,91.1,45.6,124,115.9,70.4,582,111.69,72.53
627,120.66,73.68,602,121.79,74.16,0,0,0,22,88.79,59.17,192,108.22,72.34,317,124.38,74.76,93,140.97,75.24,1,155.6,65,0,0,0,2,114.6,48.2,177,115.31,69.8,450,122.77,75.11
1901,120,75.52,1865,120.08,75.74,0,0,0,9,91.89,71.92,645,109.21,74.93,1056,123.56,75.85,164,140.4,77.6,5,161.5,75.23,0,0,0,22,115.59,57.78,374,120.11,71.49,1527,119.97,76.51
1474,114.58,73.35,1327,116.7,74.61,11,64.32,32.07,83,90.23,62,617,106.78,73.41,623,123.11,75.81,87,141.12,73.56,6,162.33,66.01,2,181.25,67.04,45,99.86,57.58,92,113.01,69.88,1382,114.68,73.58
1157,114.73,76.76,1082,115.88,77.38,1,74.5,59.01,55,89.7,66.47,539,106.9,76.22,493,123.3,78.21,50,139.5,79.81,1,155.5,83.4,2,172.8,76.15,16,115.7,62.22,0,0,0,1157,114.73,76.76
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,129.14,78.83,444,128.9,79.59,0,0,0,3,90,63.99,72,109.46,72.09,234,124.66,78.66,114,142.5,83.91,24,164,83.65,0,0,0,28,137.09,68.54,37,117.53,71.56,438,130.12,79.38
1789,127.23,81.31,1666,125.07,81.37,0,0,0,19,90.3,67,364,107.2,75,916,125,82,386,142.1,84.6,104,168.5,82,0,0,0,0,0,0,94,119.91,70.55,1695,127.63,81.87
558,138.2,82.97,524,137.92,83.82,0,0,0,1,84.5,75.4,29,110.9,78.68,239,126.5,82.66,169,142.9,84.9,87,168.6,85.55,4,201.7,43.14,29,136.4,75.68,29,127.7,70.95,529,138.77,83.57
348,128.37,85.04,348,128.37,85.04,0,0,0,0,0,0,36,111.2,84.23,226,124.94,85.69,77,142.37,84.27,9,163.5,80.44,0,0,0,0,0,0,0,0,0,348,128.37,85.04
2145,124.52,81.04,2079,124.13,81.06,0,0,0,24,89.5,68.51,447,109.01,77.61,1270,124.65,81.17,362,140.97,84.03,42,163.84,83.98,0,0,0,0,0,0,133,120.84,71.86,2012,124.76,81.63
403,127.45,80.84,403,127.45,80.84,0,0,0,0,0,0,74,109.65,75.13,228,125.88,81.8,95,142.29,83,6,171.67,70.72,0,0,0,0,0,0,0,0,0,403,127.45,80.84
268,120.83,78.73,262,120.98,79.09,0,0,0,4,88.75,61.27,73,107.88,79.65,169,124.43,78.84,20,139.6,79.36,0,0,0,2,165.5,63,0,0,0,0,0,0,268,120.83,78.73
544,118.73,85.74,475,119.61,87.12,1,73,51,39,87.29,70,182,106.4,85.29,230,123.72,88.45,63,142.8,86.84,10,160.5,83.02,14,151.75,84.26,5,113.1,59.79,0,0,0,544,118.73,85.74
88,125.12,76.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,125.12,76.15,0,0,0,88,125.12,76.15
238,124.02,81.09,231,123.63,81.35,0,0,0,0,0,0,54,109.93,77.12,143,124.8,82.01,34,140.44,84.16,3,159.33,78.14,0,0,0,4,120.25,68.62,0,0,0,238,124.02,81.09
528,123.24,88.28,502,123.02,88.86,0,0,0,1,91.4,76,139,109.06,89.68,285,124.58,88.61,78,142.19,88.53,9,158.24,86.5,0,0,0,16,112.58,70.54,0,0,0,528,123.24,88.28
535,120.92,77.3,528,121.04,77.54,0,0,0,6,92.5,66.57,152,108.5,74.54,319,123.5,78.63,57,140.7,78.33,1,230,38,0,0,0,0,0,0,10,114.3,69.9,525,121.05,77.44
252,113.66,80.68,233,115.07,81.21,0,0,0,13,91.23,72.47,112,105.7,79.3,113,122.76,82.76,8,137.69,82.26,0,0,0,0,0,0,6,107.42,73.46,0,0,0,252,113.66,80.68
449,117.52,74.86,425,118.61,75.25,0,0,0,17,92.09,69.87,187,106.72,75.66,188,124.13,75.59,50,142.29,72.96,1,156.5,69,0,0,0,6,106.17,57.83,45,122.46,70.19,404,116.97,75.4
797,121.86,74.79,775,122.73,75.08,6,54,15.71,13,88.62,68.47,192,108.53,75.2,482,124.67,75.22,101,140.45,74.33,2,176.25,73.95,1,183,68.2,0,0,0,34,129.19,65.77,763,121.54,75.22
1762,113.79,70.93,1587,115.99,71.85,0,0,0,122,89.71,65.57,786,106.89,70.79,716,122.85,72.89,85,142.26,71.6,6,165.5,64.45,0,0,0,47,95.69,48.09,128,112.95,65.49,1634,113.86,71.36
624,111.45,72.66,536,115.18,73.73,0,0,0,81,90.8,66.3,288,108.1,73,235,122.6,74.6,13,137.9,72.4,0,0,0,0,0,0,7,64.9,30.7,0,0,0,624,111.45,72.66
764,116.11,72.55,722,117.18,73.44,0,0,0,35,90.67,56.29,316,107.34,71.23,369,123.17,75.02,37,141.41,74.09,0,0,0,2,193.1,56.5,5,109.48,40.82,95,112.27,67.21,669,116.66,73.28
2018,121.93,72.65,1967,121.96,72.93,0,0,0,20,91.7,68.57,603,108.69,71.99,1103,124.54,73.36,261,141.71,72.97,10,165.2,69.06,0,0,0,21,127.12,53.36,241,124.3,66.9,1777,121.61,73.45
1622,117.72,72.48,1518,118.13,73.06,6,68.25,37.69,31,90.18,66.23,678,108.04,72.3,700,123.22,73.99,140,141.54,71.86,11,159.14,66.09,3,191.5,58.01,53,115.07,63.67,24,119.27,66.93,1598,117.7,72.56
1098,117.68,76.52,1038,117.74,77.05,1,73.5,50.39,25,89.4,65.16,471,107.9,75.17,490,123.3,78.21,77,142.6,79.37,5,158.1,79.61,11,171.8,79.28,18,111.4,53.88,53,105.3,72.11,1045,118.31,76.72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,132.35,80.23,562,131.77,80.64,0,0,0,1,90,61,68,109.52,76.38,294,127.02,80.96,174,143.83,81.71,26,162.88,79.06,0,0,0,30,144.72,73.5,10,121.9,69.91,583,132.53,80.39
1579,129.77,89.06,1460,127.24,89.1,0,0,0,10,87.8,61.5,237,108.5,84.9,827,125.4,89.6,396,142.3,90.1,109,167.5,90,0,0,0,0,0,0,53,124.4,79.6,1526,129.96,89.38
406,132.84,89.72,398,132.7,90.26,0,0,0,1,91,74.8,45,109.5,81.01,191,125.6,89.52,132,143.5,92.74,30,165.2,93.57,2,164.7,36.39,5,139.6,76.26,9,106.3,71.96,397,133.44,90.05
442,128.33,83.47,442,128.33,83.47,0,0,0,0,0,0,32,110.85,78.7,314,125.8,83.55,92,141.49,84.24,4,163.75,89.35,0,0,0,0,0,0,0,0,0,442,128.33,83.47
1480,126.99,87.98,1423,126.29,87.98,1,70,43.8,12,88.91,76.38,277,108.18,84.54,770,125.16,87.71,376,141.96,90.4,44,161.35,90.27,0,0,0,0,0,0,60,124.1,79.58,1420,127.12,88.33
519,128.42,81.12,518,128.5,81.16,0,0,0,1,90,55,79,109.48,74,301,125.69,80.65,121,142.98,84.76,17,163.47,87.94,0,0,0,0,0,0,0,0,0,519,128.42,81.12
288,121.9,77.94,279,121.17,78.07,0,0,0,2,90.75,75.92,102,109.25,77.16,142,124.55,78.48,35,142.17,78.67,0,0,0,7,159.86,74.37,0,0,0,0,0,0,288,121.9,77.94
855,119.18,79.33,814,119.09,79.41,0,0,0,22,91.88,75.19,342,106.75,77.73,370,124.16,80.21,102,142.06,81.09,16,160.62,80.43,1,175,81.4,2,95.5,65.68,0,0,0,855,119.18,79.33
242,118.83,78.95,234,117.94,79.72,0,0,0,1,92.5,66.21,106,107.39,73.55,108,124,82.99,20,141.18,89.13,3,159,90.7,0,0,0,4,147,35.16,0,0,0,242,118.83,78.95
766,123.78,78.58,737,123.56,79.03,0,0,0,4,88.4,64.86,185,108.73,77.7,433,124.94,79.83,119,141.6,78.05,11,164.78,73.44,1,170.8,50,13,109.02,63.19,18,118.79,67.89,748,123.9,78.83
514,125.19,75.99,498,124.62,76.12,0,0,0,4,87.9,62.81,130,110.3,74.94,272,124.8,76.05,96,143.5,77.53,12,161.5,73.99,0,0,0,0,0,0,0,0,0,514,125.19,75.99
420,114.13,75.57,410,114.45,75.79,0,0,0,5,88.2,62.58,215,107.96,74.17,190,121.22,77.42,5,136.3,75.74,0,0,0,0,0,0,5,114,67.32,67,114.13,71.08,353,114.13,76.42
414,115.06,78.4,389,115.97,78.91,0,0,0,18,91.17,69.65,187,107.77,77.03,189,122.43,80.43,13,139.96,80.32,1,159,73.8,0,0,0,6,120.83,67.86,0,0,0,414,115.06,78.4
1016,117.57,73.58,973,119.03,74.09,7,64.21,33.31,35,86.66,60.51,335,107.77,72.77,582,123.53,74.69,56,139.54,74.63,1,161,64.8,0,0,0,0,0,0,46,119.99,67.68,970,117.46,73.86
2071,117.24,70.49,1980,117.51,70.91,0,0,0,41,91.13,67.01,869,107.34,69.95,979,123.34,71.69,132,141.28,70.61,9,160.22,70.03,0,0,0,41,120.57,53.56,248,117.32,65.3,1823,117.23,71.19
679,112.13,72.01,613,114.66,72.88,0,0,0,43,89.6,65,323,107.1,71.8,276,122.2,73.9,14,140.3,74.4,0,0,0,0,0,0,23,86.9,55,0,0,0,679,112.13,72.01
686,120.82,75.53,657,120.67,76,1,65,10,15,91.13,65.39,209,107.07,73.16,364,123.51,76.94,84,142.17,77.76,11,171.11,69.83,1,193.2,54.8,1,100.8,38,0,0,0,686,120.82,75.53
2188,121.41,73.33,2102,121.39,73.74,0,0,0,24,92.4,66.37,721,108.05,72.09,1057,124.3,73.98,324,141.59,75.86,18,162.53,74.56,0,0,0,44,121.26,55.85,136,124.94,66.59,2052,121.17,73.79
1983,115.77,71.02,1832,116.99,71.75,9,63.89,38.87,64,90.86,64.37,850,107.53,70.16,859,122.97,72.6,123,140.64,74.97,5,160.6,73.63,4,191,61.33,69,105.5,58.18,67,109.34,66.31,1916,115.99,71.18
1716,113.04,72.38,1631,114.09,72.85,0,0,0,71,89.8,61.76,936,107.6,70.79,648,121.5,74.75,47,141.1,81.56,1,157,99,1,160,75.2,12,100.4,52.82,110,107.4,67.56,1606,113.43,72.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,139.08,82.49,786,139.04,83.12,0,0,0,1,92.5,63.8,32,111.31,77.43,317,127.12,79.92,320,144.07,84.72,117,165.19,87.04,0,0,0,35,141.23,68.78,11,125.73,70.57,811,139.26,82.63
2220,130.28,80.77,2031,126.76,80.98,0,0,0,9,92.6,70.2,368,108,74.6,1117,125.1,81,546,142.8,84.2,164,170.2,82.5,16,188.6,50,0,0,0,96,123.2,70.2,2124,130.6,81.22
685,134.01,79.33,658,133.5,80.19,0,0,0,1,93.5,75.4,102,109.4,69.1,298,124.2,77.54,153,143.6,83.27,105,168.6,88.92,7,198.8,42.6,19,129.7,69.27,29,118.2,64.83,656,134.7,79.89
573,128.34,83.37,573,128.34,83.37,0,0,0,0,0,0,62,109.99,78.8,368,125.6,83.35,132,141.59,84.98,11,164.36,84.33,0,0,0,0,0,0,0,0,0,573,128.34,83.37
2292,127.25,78.99,2242,126.69,79.07,0,0,0,8,89.4,70.39,322,108.93,77,1394,125.18,79.27,526,141.55,79.56,42,164.37,76.64,0,0,0,0,0,0,85,125.59,71.94,2207,127.31,79.25
500,127.05,80.28,500,127.05,80.28,0,0,0,0,0,0,89,109.46,74.12,291,125.39,80.12,112,142.54,84.34,8,166.25,81.23,0,0,0,0,0,0,0,0,0,500,127.05,80.28
282,121.38,76.44,275,120.8,76.64,0,0,0,2,92.5,76.22,87,109.95,77.01,168,124.25,76.64,20,138.95,75.42,0,0,0,5,165.1,68.25,0,0,0,0,0,0,282,121.38,76.44
1725,121.27,71.1,1647,121.54,71.58,0,0,0,38,91.21,67.14,556,108.04,71.16,856,124.83,71.88,235,141.52,71.36,15,161.8,69.49,6,184.5,51.47,19,105.42,42.56,518,122.81,69.53,1207,120.6,71.78
85,104.4,91.96,85,104.4,91.96,0,0,0,0,0,0,85,104.4,91.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,104.4,91.96
439,126.1,78.17,430,125.82,78.45,0,0,0,2,89,52.96,49,110.53,75.47,321,125.52,78.61,60,139.89,79.59,5,169.9,69.03,0,0,0,2,115,66,53,126.42,71.19,386,126.06,79.13
1623,124.84,72.5,1527,124.64,73.07,0,0,0,10,90.46,61.45,366,108.72,71.7,849,124.92,73.49,312,142.57,73.3,34,160.77,69.68,0,0,0,52,113.68,58.26,386,120.81,69.9,1237,126.1,73.27
1463,122.43,73.04,1405,122.3,73.53,6,68.8,28.7,23,89.7,60.06,427,107.2,72.08,747,124.9,73.99,231,141.8,74.23,29,166,64.95,0,0,0,0,0,0,441,119,70.51,1022,123.92,74.09
925,115.92,72.93,902,116.27,73.28,0,0,0,10,89.95,65.98,414,107.49,72.6,443,122.24,73.63,45,138.32,75.14,0,0,0,0,0,0,13,111.15,52.01,302,115.22,70.92,623,116.25,73.9
588,115.38,71.77,549,116.55,72.91,1,69,13,17,91.5,65.32,246,107.97,72.11,288,122.74,73.4,15,138.27,74.95,0,0,0,1,153,60.2,20,104.08,44.33,85,117.61,69.67,503,115,72.14
1401,117.61,72.13,1317,119.2,72.97,16,61.22,31.36,57,86.98,58.02,484,107.53,71.57,726,123.64,73.37,107,141.85,75.42,4,158.25,77.28,7,173.93,50.58,0,0,0,287,116.75,69.63,1114,117.83,72.76
2870,115.55,70.52,2594,117.74,71.48,0,0,0,149,89.36,65.75,1119,107.19,70.68,1279,123.45,72.03,196,140.66,71.84,19,163.03,70.06,0,0,0,108,90.73,47.03,776,113.62,68.34,2094,116.26,71.3
912,118.69,71.43,830,121.63,72.11,0,0,0,66,89.3,64.5,277,107.8,71.7,431,124.8,72.5,122,141.8,71.6,0,0,0,0,0,0,16,87.4,51.7,233,122.6,69.1,679,117.34,72.27
974,118.86,71.73,930,118.22,72.53,2,66.8,14.37,17,90.33,59.06,379,108.04,71.04,487,123.14,73.35,64,141.12,73.84,10,171.5,71.46,10,190.76,49.45,5,106.04,37.82,252,115.75,68.49,722,119.95,72.82
2624,120.34,74.48,2549,120.33,74.77,0,0,0,25,91.32,67.77,897,108.76,73.56,1390,123.77,75.08,262,141.65,76.52,18,161.78,75.55,0,0,0,32,121.05,54.37,442,120.26,69.47,2182,120.36,75.49
2247,117.43,73.27,2055,118.47,74.25,15,65.63,36.29,70,89.72,65.21,815,107.76,73.34,1099,123.56,74.79,141,140.76,74.54,13,161.42,71.69,12,194.29,60.27,82,106.05,59.75,282,121.17,71.05,1965,116.89,73.6
2136,120.54,73.12,2029,121.13,73.57,2,74.5,52.8,59,88.5,63.75,593,107.9,72.96,1229,124.2,73.69,207,140.8,74.29,4,157.3,69.1,6,168.9,67.81,36,130.2,62,358,122,69.4,1778,120.25,73.87
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,137.59,81.7,856,137.75,82.57,0,0,0,6,93.17,60.56,89,107.86,74.03,304,126.24,79.98,325,144.95,84.88,138,165.44,85.74,0,0,0,55,139.87,69.99,43,116.23,69.58,874,138.64,82.2
2834,131.43,78.28,2571,128.67,78.33,0,0,0,21,91.1,60.2,431,107.5,72.1,1196,125.3,77.4,944,142.6,81.5,225,164,81,17,168,50,0,0,0,230,125.41,68.93,2604,131.96,79.07
912,132.68,79.73,853,131.7,81.68,0,0,0,5,88.4,55.21,92,109.8,72.72,457,125.7,79.67,236,143,84.78,68,162.4,90.84,17,211.5,37.79,37,125.2,67.33,85,119.6,69.02,827,134.03,80.71
567,126.79,83.07,559,127.33,83.33,1,71.5,6,7,91.57,62.8,88,110.02,80.97,329,125.08,83.91,134,142.02,83.44,8,164.56,80.92,0,0,0,0,0,0,0,0,0,567,126.79,83.07
3089,127.9,75.36,2938,126.6,75.6,4,69.2,32.45,29,89.23,62.72,481,108.95,72.85,1730,124.98,75.41,727,142.13,77.4,118,171.81,73.09,0,0,0,0,0,0,290,123.57,67.96,2799,128.35,76.1
419,127.04,81.69,418,127.12,81.73,0,0,0,1,93,60,87,109.8,75.12,234,125.85,81.29,80,142.36,86.58,17,161.47,89.36,0,0,0,0,0,0,0,0,0,419,127.04,81.69
255,121.42,76.97,245,120.79,77.19,0,0,0,4,91.88,70.73,82,107.53,75.73,134,124.66,77.67,29,140.36,78.38,0,0,0,6,167,72.78,0,0,0,0,0,0,255,121.42,76.97
1690,119.77,72.3,1590,120.56,73.02,0,0,0,55,90.73,66.59,577,107.97,72.43,791,123.84,73.47,222,141.63,72.78,13,162.03,69.77,6,191.16,43.58,26,95.31,43.7,519,121.12,70.87,1171,119.18,72.95
383,124.27,75.69,369,124.23,76.7,0,0,0,6,87.67,42.48,74,108.84,73.89,241,125.2,77.33,54,140.99,77.16,5,163.7,60.37,0,0,0,3,136.83,36.14,89,123.19,72.11,294,124.6,76.76
1635,124.76,72.06,1547,124.63,72.7,0,0,0,18,89.82,58.31,347,108.89,71.61,893,124.79,73.15,307,141.95,72.51,27,166.77,65.09,2,146.7,44.14,41,116.34,58.84,494,121.96,70.03,1141,125.97,72.91
1143,120.2,73.4,1076,120.76,73.96,4,71,32.03,43,90.6,62.11,359,107.9,72.85,593,124.1,74.39,124,142,74.57,20,163.5,68.24,0,0,0,0,0,0,430,118.4,72.01,713,121.28,74.21
735,117.57,74.19,709,117.78,74.65,0,0,0,4,92.38,71.14,266,108.16,74.25,414,122.48,74.98,29,138.9,73.43,0,0,0,0,0,0,22,115.41,59.25,241,119.5,72.5,494,116.63,75.03
538,112.43,73.65,514,113.24,74.01,0,0,0,21,92.29,69.77,316,106.29,73.25,183,122.91,75.24,15,141.73,72.97,0,0,0,0,0,0,3,114.33,34.44,106,114.08,70.83,432,112.02,74.35
1195,119.42,73.09,1144,119.95,73.58,6,55.92,18.03,33,90.05,67.14,412,108.26,72.5,617,124.07,73.92,115,139.74,74.96,5,159.3,72.72,7,197.07,50.92,0,0,0,216,119.58,70.08,979,119.39,73.76
2389,118.23,71.94,2234,119.21,72.59,0,0,0,81,89.94,69.4,832,107.97,72.28,1207,123.39,73.03,195,141.35,71.24,21,168.31,66.13,0,0,0,53,100.09,46.67,629,116.89,70.04,1760,118.71,72.61
827,114.55,72.58,741,117.59,73.27,0,0,0,73,89.1,67.9,327,107.8,72.9,379,123.9,73.6,35,140.8,72.7,0,0,0,0,0,0,13,84.3,46,196,118.3,70.4,631,113.39,73.29
851,119.04,72.86,830,119.45,73.19,3,62.13,24.64,13,88.83,58.54,307,108.38,72.63,451,123.52,73.55,72,141.11,73.05,4,158.85,71.02,1,190.6,39.8,0,0,0,194,118.45,69.55,657,119.22,73.83
2445,118.91,74.84,2355,119.24,75.21,0,0,0,26,91.98,66.2,903,107.45,73.77,1216,123.54,75.85,236,142.22,76.52,14,164.64,79.19,0,0,0,50,104.37,57.05,507,118.21,70.23,1938,119.09,76.04
2075,114.61,72.74,1820,116.85,74.12,25,59.96,38.9,135,88.97,64.07,872,107,72.92,820,123.43,75.01,128,141.83,75.3,8,163.06,66.84,8,211.25,50.39,79,109.42,62.04,276,116.27,71.2,1799,114.36,72.98
1835,118.01,74.15,1737,118.57,74.55,0,0,0,58,91.3,67.27,735,107.4,73.6,829,123.6,75.35,173,141.9,74.26,6,158.2,72.9,7,165.4,72.14,27,118.5,60.76,303,116.2,71.77,1532,118.37,74.61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,131.59,80.6,726,131.48,81.14,0,0,0,1,92.5,61,94,110.6,75.52,362,125,79.48,213,143.23,84.33,57,163.1,85,0,0,0,33,135.26,69.51,44,118.47,71.29,716,132.39,81.11
